ID,성별,연령,학력,혼인상태,거주지역,직업,주업,직장지위,주5일근무제실시여부,차량보유여부,개인소득,소득분위,관광휴양여부,여행유형,월,계절,여행일수(박),여행총경비,지출비용포함인원수,1인지출비용,개인휴가사용여부,지역코드,시,숙박시설,여행활동1,여행활동2,여행활동3,여행활동4,여행활동5,주요이동교통수단,여행지선택이유_1순위,여행지선택이유_2순위,만족도_자연경관,만족도_문화유산,만족도_교통,만족도_식당및음식,만족도_쇼핑,만족도_관광정보및안내시설,만족도_관광지편의시설,만족도_지역관광종사자의친절성,만족도_체험프로그램,만족도_관광지물가,만족도_관광지혼잡도,전반적만족도,재방문의도,타인추천의도,총만족도
611,1,5,4,2,9,1,7,1,1,1,5,4,Y,4,3,1,1,343500,1,343500,0,2,부산광역시,2,Y,Y,N,N,N,2,5,11,4,4,4,4,3,4,4,4,4,3,4,5,4,4,매우만족
612,1,4,4,2,9,1,7,1,1,1,5,3,Y,4,6,2,1,319000,1,319000,0,15,경상북도,1,Y,N,N,Y,Y,1,5,15,4,5,4,3,4,4,5,4,4,4,3,4,4,4,만족
613,1,4,4,2,9,1,3,1,1,1,4,3,Y,4,4,1,1,250000,1,250000,0,6,대전광역시,7,Y,Y,N,N,Y,1,13,5,5,4,3,5,4,4,5,4,3,4,4,4,3,4,만족
618,1,7,4,2,9,2,2,2,1,1,6,3,Y,4,9,3,1,500000,2,250000,0,11,충청북도,1,Y,Y,N,N,N,1,15,1,5,4,4,5,4,9,4,5,9,3,4,5,4,4,매우만족
622,1,4,4,2,9,1,2,1,1,1,7,4,N,5,10,3,0,35000,1,35000,0,12,충청남도,0,Y,Y,N,N,N,1,1,2,5,4,4,5,9,9,4,5,9,3,4,5,5,5,매우만족
624,1,4,4,2,9,1,3,1,1,1,5,4,N,1,12,4,1,300000,1,300000,0,14,전라남도,1,Y,Y,N,N,N,1,1,5,5,4,4,5,9,9,4,3,9,3,4,4,4,4,만족
625,1,3,4,1,9,1,3,1,1,1,4,3,N,1,6,2,0,99999,3,33333,0,9,경기도,0,Y,Y,N,N,N,1,2,8,4,4,3,4,4,4,3,4,9,4,4,4,4,4,만족
626,2,5,3,2,9,1,5,1,2,1,3,3,Y,4,7,2,0,120000,2,60000,0,9,경기도,0,Y,Y,N,N,N,1,2,9,4,4,3,4,4,3,4,4,9,4,4,4,4,4,만족
628,1,4,4,2,9,1,3,1,1,1,4,2,N,1,3,1,0,195000,3,65000,0,9,경기도,0,Y,Y,N,N,N,1,9,4,4,3,3,4,3,3,4,3,9,3,4,4,4,4,만족
630,1,5,4,2,9,2,5,2,2,1,7,4,N,1,3,1,0,385002,3,128334,0,10,강원도,0,N,Y,Y,N,N,1,1,11,4,9,4,4,9,4,3,4,9,4,4,4,4,4,만족
631,1,5,3,2,9,1,3,1,1,1,5,3,Y,4,5,1,0,40000,1,40000,0,9,경기도,0,N,Y,N,N,Y,9,4,9,4,5,4,4,9,4,9,4,9,3,4,4,4,4,만족
632,1,4,4,2,9,1,3,1,1,1,5,4,Y,4,11,3,0,120000,3,40000,0,9,경기도,0,Y,Y,N,N,N,1,2,8,4,4,3,4,4,4,3,4,9,4,3,4,4,4,만족
644,1,2,4,1,9,1,3,1,1,1,3,4,N,1,10,3,1,1000000,2,500000,0,10,강원도,1,Y,Y,Y,N,N,1,1,14,4,4,4,4,9,4,4,4,9,3,3,4,4,4,만족
648,1,2,4,2,9,3,5,3,2,1,6,3,Y,4,2,4,0,30000,1,30000,0,10,강원도,0,N,Y,N,N,N,1,5,0,4,3,3,4,9,9,4,4,9,4,3,3,4,4,만족
665,1,4,3,1,10,1,7,1,1,1,4,3,Y,4,4,1,9,388889,1,388889,0,10,강원도,2,N,N,N,N,Y,1,15,0,9,9,3,4,9,9,3,3,9,2,3,2,2,2,불만족
669,2,5,4,2,10,1,5,1,1,1,5,4,Y,4,1,4,1,500001,3,166667,0,10,강원도,3,Y,Y,N,N,N,1,3,8,4,9,4,4,9,9,9,9,9,9,9,4,4,4,만족
673,2,5,4,1,10,1,2,1,2,1,1,1,Y,4,4,1,0,245000,1,245000,0,1,서울특별시,0,N,Y,N,N,N,2,7,0,3,3,4,4,4,3,4,3,9,3,3,4,4,4,만족
677,1,2,4,1,10,1,2,1,1,2,2,2,N,5,12,4,0,80000,2,40000,0,10,강원도,0,Y,Y,N,N,N,8,2,0,5,9,4,4,9,3,3,3,9,3,3,5,5,4,매우만족
684,1,4,4,2,10,1,4,1,2,1,4,2,Y,4,8,2,0,120000,1,120000,0,1,서울특별시,0,N,N,N,N,N,1,15,0,9,9,3,4,9,9,4,9,9,9,9,4,4,3,만족
688,2,4,4,2,10,1,3,1,1,1,1,5,N,1,3,1,1,329000,2,164500,1,10,강원도,0,Y,Y,N,Y,N,1,2,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,매우만족
689,2,3,4,4,10,3,4,3,2,1,4,3,Y,4,9,3,1,160000,1,160000,0,7,울산광역시,12,Y,N,N,Y,N,1,1,11,5,5,4,4,9,9,4,4,4,4,4,4,4,4,만족
694,1,3,4,2,10,1,4,1,1,1,4,2,N,1,6,2,1,125833,1,125833,0,10,강원도,6,Y,N,N,N,N,1,4,14,5,9,5,9,9,9,3,3,9,4,4,4,4,4,만족
696,1,6,4,2,10,3,5,3,2,1,5,3,Y,4,8,2,0,99999,3,33333,0,9,경기도,0,N,Y,N,N,N,1,8,15,5,9,4,4,9,9,9,9,9,4,4,4,4,4,만족
698,1,6,3,2,10,3,5,3,2,1,4,3,Y,4,1,4,0,100000,1,100000,0,10,강원도,0,Y,Y,N,N,N,1,7,0,4,9,4,4,4,9,4,9,9,4,4,3,3,3,보통
699,1,3,4,2,10,1,5,1,1,1,4,2,Y,4,6,2,0,40000,1,40000,0,10,강원도,0,Y,N,N,N,Y,1,13,0,5,9,5,4,9,9,5,9,9,4,4,3,4,3,만족
700,1,4,4,2,10,1,4,1,1,1,3,2,Y,4,4,1,0,80000,1,80000,0,10,강원도,0,Y,N,N,N,N,1,1,0,5,5,5,5,9,9,5,5,9,5,5,3,4,4,만족
701,1,2,4,1,10,1,9,1,2,1,3,2,Y,4,6,2,0,30000,1,30000,0,10,강원도,0,Y,N,N,N,N,1,15,0,5,9,5,5,9,9,5,9,9,5,5,3,4,4,만족
702,1,5,3,2,10,1,5,1,1,1,3,2,Y,4,6,2,0,70000,1,70000,0,10,강원도,0,Y,N,N,N,N,1,15,0,5,9,5,5,9,9,5,9,9,5,5,3,4,3,만족
703,1,6,3,2,10,3,5,3,2,1,3,2,Y,4,11,3,0,30000,1,30000,0,10,강원도,0,Y,N,N,N,Y,1,13,0,4,9,4,4,9,9,4,9,9,9,4,3,4,3,만족
704,2,3,4,2,10,1,4,1,1,1,4,4,Y,4,1,4,0,60000,1,60000,0,10,강원도,0,N,Y,N,N,Y,1,1,4,9,9,4,4,9,9,9,9,9,9,4,3,2,3,보통
710,1,6,3,2,10,1,9,1,1,1,2,2,Y,4,6,2,1,90000,1,90000,0,1,서울특별시,12,N,N,N,N,Y,6,15,0,4,9,4,4,9,9,9,9,9,9,9,4,4,4,만족
719,1,2,4,1,10,1,4,1,2,2,3,2,Y,4,2,4,0,35000,1,35000,0,10,강원도,0,Y,N,N,N,Y,10,5,15,4,4,4,4,9,4,4,4,9,3,3,3,3,3,보통
722,2,5,2,2,10,3,6,3,2,1,3,3,Y,4,5,1,0,49000,1,49000,0,10,강원도,0,Y,N,N,N,N,1,13,5,4,3,4,4,9,3,4,3,9,3,3,3,3,3,보통
725,1,7,1,2,10,3,4,3,2,2,2,1,Y,4,9,3,0,92500,1,92500,0,10,강원도,0,N,N,N,N,Y,1,4,9,9,9,3,3,9,9,9,9,9,9,9,2,3,3,보통
726,1,5,3,2,10,1,4,1,2,1,4,3,N,2,4,1,0,47500,1,47500,1,9,경기도,0,Y,N,N,N,N,1,5,14,5,5,4,4,9,4,4,4,9,3,3,4,4,3,만족
727,1,6,3,4,10,3,6,3,2,1,3,2,Y,4,10,3,0,200000,1,200000,0,11,충청북도,0,N,Y,N,N,N,1,7,8,3,9,4,4,4,3,4,4,9,3,4,4,4,4,만족
729,2,6,1,2,10,4,6,4,2,1,2,3,Y,4,3,1,0,102000,1,102000,0,11,충청북도,0,Y,Y,N,N,N,6,5,7,5,4,4,4,4,4,4,3,9,3,4,3,4,3,만족
730,1,6,2,2,10,3,5,3,2,1,2,3,Y,4,1,4,0,233000,1,233000,0,10,강원도,0,Y,Y,N,N,N,1,5,1,4,4,4,4,4,4,4,4,9,4,4,3,3,3,보통
731,2,5,2,2,10,4,6,4,2,1,1,2,Y,4,9,3,0,101000,2,50500,0,10,강원도,0,N,Y,N,N,Y,1,4,3,9,9,4,4,9,9,9,5,9,9,9,3,3,3,보통
733,1,4,3,4,10,1,8,1,1,1,3,2,Y,4,9,3,0,60000,1,60000,0,9,경기도,0,N,Y,N,N,Y,1,1,8,9,9,3,3,9,9,9,9,9,9,9,3,3,3,보통
734,1,6,3,2,10,3,8,3,2,1,4,3,Y,4,2,4,0,200000,2,100000,0,10,강원도,0,Y,Y,N,N,N,1,5,7,5,4,3,4,4,4,4,3,9,3,3,4,3,3,만족
735,1,7,2,2,10,3,4,3,2,1,3,2,N,2,12,4,1,182000,2,91000,0,10,강원도,12,Y,Y,Y,N,N,1,14,9,5,9,5,5,9,9,5,5,9,4,4,4,4,4,만족
737,1,5,4,2,10,3,5,3,1,1,4,4,Y,4,3,1,0,465000,2,232500,0,10,강원도,0,Y,Y,N,N,Y,1,7,8,4,9,4,4,4,9,9,9,9,9,9,4,4,4,만족
738,1,6,3,2,10,3,4,3,2,1,4,4,Y,4,3,1,0,380000,4,95000,0,11,충청북도,0,Y,Y,N,N,Y,1,8,4,4,9,4,3,9,9,4,9,5,4,4,4,3,4,만족
741,1,2,3,1,10,1,4,1,1,1,3,3,Y,4,5,1,0,50000,1,50000,0,10,강원도,0,N,Y,Y,N,N,1,7,15,3,9,4,9,4,9,4,4,9,4,4,4,4,4,만족
742,2,4,4,4,10,3,4,3,2,1,3,2,Y,4,9,3,0,300003,3,100001,0,10,강원도,0,N,Y,N,N,N,1,8,7,4,9,4,4,4,4,4,9,9,9,9,4,4,4,만족
743,1,6,3,2,10,3,4,3,2,1,3,2,Y,4,12,4,0,300000,2,150000,0,7,울산광역시,0,N,Y,N,N,Y,1,3,9,4,9,3,4,9,4,4,4,9,3,2,4,3,3,만족
751,1,5,4,2,10,3,5,3,2,1,7,5,Y,4,2,4,1,345000,1,345000,0,10,강원도,1,Y,Y,N,N,N,1,15,0,4,9,4,2,2,2,2,3,9,2,2,4,3,1,보통
756,2,4,4,2,10,1,4,1,1,1,3,4,N,5,4,1,0,20000,1,20000,0,10,강원도,0,Y,Y,N,N,N,1,8,0,2,9,4,5,9,9,9,3,9,3,3,4,4,4,만족
760,1,4,4,2,11,1,3,1,1,1,3,2,Y,4,3,1,0,206000,2,103000,0,1,서울특별시,0,N,Y,N,N,Y,1,5,3,2,2,1,4,4,4,3,3,4,4,2,4,3,3,만족
761,1,3,4,2,11,1,10,1,1,1,3,2,Y,4,3,1,0,232000,4,58000,0,11,충청북도,0,N,Y,N,Y,Y,1,3,12,4,3,5,5,9,4,4,4,4,4,4,4,4,4,만족
764,1,5,4,2,11,1,8,1,1,1,5,3,Y,4,11,3,0,60000,1,60000,0,11,충청북도,0,Y,Y,N,N,Y,1,4,8,4,3,4,4,4,3,4,4,3,4,4,3,2,2,불만족
765,1,4,4,2,11,1,3,1,1,1,4,3,Y,4,11,3,0,70000,1,70000,0,9,경기도,0,N,Y,N,N,N,1,5,2,3,9,4,4,3,3,4,4,3,2,4,3,4,3,만족
766,1,4,4,2,11,1,3,1,1,1,4,3,Y,4,12,4,0,50000,1,50000,0,11,충청북도,0,N,N,N,N,Y,1,15,0,3,3,5,4,9,4,5,4,4,5,4,4,3,3,만족
767,1,4,4,2,11,1,3,1,1,1,4,3,Y,4,3,1,0,150000,2,75000,0,11,충청북도,0,Y,Y,N,N,Y,1,2,13,4,9,4,5,3,4,4,5,5,3,4,4,4,4,만족
769,1,3,4,1,11,3,6,3,2,1,2,3,Y,4,6,2,0,75000,1,75000,0,11,충청북도,0,Y,Y,N,Y,Y,1,9,5,3,3,4,4,3,9,3,4,9,4,4,3,3,3,보통
770,1,6,2,4,11,3,8,3,1,1,3,2,Y,4,6,2,0,30000,1,30000,0,11,충청북도,0,N,Y,N,N,Y,1,4,3,3,4,3,3,4,4,3,3,9,3,4,3,3,4,만족
771,1,5,3,4,11,3,8,3,2,1,4,4,Y,4,6,2,0,40000,1,40000,0,10,강원도,0,N,Y,N,N,N,1,15,0,4,3,4,2,9,9,3,4,9,3,3,3,3,4,만족
775,1,3,4,1,11,1,3,1,1,1,4,3,Y,4,10,3,1,250000,2,125000,0,12,충청남도,2,Y,N,N,N,N,1,3,14,4,4,5,5,4,5,4,4,5,4,5,4,4,4,만족
779,1,3,4,2,11,1,3,1,1,1,3,2,N,3,2,4,1,100000,2,50000,0,11,충청북도,12,Y,Y,N,N,N,1,2,3,4,5,4,4,5,4,3,4,5,4,5,4,4,4,만족
780,2,3,4,2,11,1,3,1,1,1,4,4,Y,4,8,2,0,199998,3,66666,0,12,충청남도,0,Y,Y,Y,N,N,1,12,1,5,9,5,5,9,5,5,5,9,5,5,4,4,4,만족
784,2,3,4,1,11,1,3,1,1,1,3,4,Y,4,11,3,0,145000,1,145000,0,6,대전광역시,0,Y,Y,N,N,Y,1,5,7,4,4,5,4,4,4,4,5,9,4,4,4,4,4,만족
786,1,5,4,2,11,1,2,1,2,1,5,3,Y,4,2,4,0,300000,3,100000,0,7,울산광역시,0,Y,Y,N,N,Y,2,5,2,5,2,3,4,9,9,4,4,3,3,4,5,5,5,매우만족
787,1,3,4,1,11,1,3,1,1,1,3,2,Y,4,3,1,0,40000,1,40000,0,6,대전광역시,0,Y,Y,N,Y,N,1,2,1,5,4,3,4,3,3,3,4,9,3,3,4,4,4,만족
789,2,5,3,2,11,3,4,3,2,1,3,3,Y,4,9,3,0,80000,2,40000,0,9,경기도,0,Y,Y,N,N,N,1,4,5,4,9,4,9,4,9,9,9,9,4,4,4,3,3,만족
792,2,5,3,2,11,1,3,1,1,1,3,3,Y,4,8,2,0,237000,4,59250,0,12,충청남도,0,Y,Y,Y,N,N,1,4,2,5,9,4,5,4,5,5,5,4,4,4,5,4,4,매우만족
795,2,7,1,2,11,4,6,4,2,1,1,1,Y,4,4,1,0,192500,1,192500,0,6,대전광역시,0,N,Y,N,N,Y,1,15,8,3,9,3,4,9,3,4,4,9,3,3,3,3,3,보통
797,1,4,3,2,11,1,7,1,1,1,4,3,Y,4,10,3,0,45000,1,45000,0,6,대전광역시,0,N,N,N,N,Y,1,13,0,3,9,3,4,9,4,4,4,9,3,3,4,3,3,만족
799,1,3,3,1,11,1,2,1,1,1,3,2,Y,5,1,4,0,120000,2,60000,0,11,충청북도,0,Y,Y,N,N,N,1,3,14,3,2,5,3,3,9,4,4,3,4,3,3,3,3,보통
802,1,5,4,2,11,1,2,1,1,1,5,4,Y,4,11,3,0,40000,1,40000,0,9,경기도,0,N,Y,N,N,Y,1,3,0,4,9,4,4,9,9,4,5,4,5,4,4,3,3,만족
804,1,5,4,2,11,1,3,1,1,1,5,3,Y,4,7,2,0,60000,1,60000,0,11,충청북도,0,N,Y,N,N,Y,1,4,5,5,4,2,3,9,9,4,3,9,2,3,4,3,3,만족
805,1,4,4,2,11,1,3,1,1,1,4,2,Y,4,10,3,0,50000,1,50000,0,13,전라북도,0,Y,Y,N,N,N,1,15,0,5,9,4,4,9,4,4,4,9,3,4,4,4,4,만족
809,1,6,3,1,11,4,6,4,2,1,1,2,Y,4,10,3,0,50000,1,50000,0,11,충청북도,0,Y,Y,N,N,N,1,1,3,3,9,3,3,2,3,4,3,9,4,5,3,3,3,보통
811,2,3,4,1,11,1,3,1,1,1,3,3,Y,4,1,4,0,100000,2,50000,0,11,충청북도,0,N,Y,N,Y,N,1,7,8,3,3,4,4,5,3,4,4,4,2,4,4,4,4,만족
812,1,3,4,2,11,1,3,1,1,1,4,3,Y,4,6,2,1,200000,2,100000,0,6,대전광역시,7,Y,Y,N,N,N,1,6,1,5,4,4,5,4,4,5,4,9,4,5,4,4,4,만족
814,2,3,4,2,11,1,3,1,1,1,3,3,Y,4,10,3,0,260000,4,65000,0,11,충청북도,0,N,Y,N,N,Y,1,14,5,2,9,3,4,5,9,4,3,5,4,4,3,4,3,만족
815,1,6,4,3,11,3,2,3,1,1,3,2,Y,4,10,3,0,80000,2,40000,0,9,경기도,0,Y,Y,N,N,N,1,5,3,3,9,1,3,9,9,4,4,9,4,2,3,3,3,보통
817,1,4,4,2,11,1,3,1,1,1,4,4,Y,4,3,1,0,150000,3,50000,0,11,충청북도,0,Y,Y,N,N,N,1,8,14,5,4,5,5,9,4,4,4,9,4,5,4,4,4,만족
820,2,5,3,2,11,1,4,1,1,1,2,3,N,2,3,1,0,123000,2,61500,0,11,충청북도,0,Y,Y,N,N,N,1,14,1,4,9,4,4,3,4,5,5,9,4,4,4,4,4,만족
821,2,6,3,2,11,1,5,1,1,1,2,3,N,5,3,1,0,80000,2,40000,0,6,대전광역시,0,Y,Y,N,N,N,1,2,1,5,9,4,5,9,4,5,4,9,3,4,4,4,3,만족
822,1,6,3,4,11,1,8,1,2,1,3,2,Y,4,6,2,0,50000,1,50000,0,11,충청북도,0,N,Y,N,N,Y,1,1,3,2,3,4,3,9,9,3,2,3,4,3,2,3,3,보통
823,1,5,4,2,11,1,1,1,1,1,6,3,Y,4,12,4,0,150000,2,75000,0,11,충청북도,0,Y,Y,N,N,Y,1,5,11,5,4,4,5,4,5,4,4,9,4,4,4,4,4,만족
825,1,6,3,2,11,3,7,3,2,1,3,2,Y,4,1,4,0,58000,1,58000,0,11,충청북도,0,Y,Y,N,N,Y,1,9,4,3,2,4,3,9,9,4,4,9,3,4,3,2,2,불만족
826,1,3,4,1,11,3,6,3,2,1,3,2,Y,4,1,4,0,31000,1,31000,0,11,충청북도,0,N,Y,N,N,Y,1,13,8,1,2,4,2,9,9,3,3,9,4,3,2,2,2,불만족
827,1,5,4,2,11,1,3,1,1,1,4,3,N,5,3,1,0,40000,1,40000,0,8,세종특별자치시,0,Y,Y,N,N,N,1,1,5,5,4,4,4,9,4,5,4,9,4,4,5,4,4,매우만족
828,1,4,4,2,11,1,3,1,1,1,4,2,N,5,3,1,0,70000,1,70000,0,1,서울특별시,0,Y,Y,N,N,N,1,5,14,5,9,5,4,9,4,4,4,9,4,4,5,5,5,매우만족
829,1,3,3,1,11,1,7,1,1,1,3,2,Y,4,7,2,0,80000,1,80000,0,11,충청북도,0,Y,Y,N,N,N,1,5,0,4,3,4,3,4,4,4,5,4,4,3,4,3,3,만족
832,1,4,4,2,11,1,3,1,1,1,3,3,Y,1,10,3,0,99999,3,33333,0,12,충청남도,0,Y,Y,N,N,N,1,4,5,4,9,4,4,9,3,3,3,9,4,4,5,4,4,매우만족
833,1,3,4,2,11,1,3,1,1,1,3,2,N,5,10,3,0,50000,1,50000,0,11,충청북도,0,Y,N,Y,N,N,1,5,4,5,9,4,4,9,4,4,4,9,4,4,5,4,4,매우만족
834,1,4,4,2,12,1,3,1,2,1,5,4,Y,4,1,4,0,120000,2,60000,0,1,서울특별시,0,Y,Y,N,N,N,1,8,2,4,9,4,4,5,4,4,4,9,3,4,4,4,4,만족
836,1,3,4,2,12,1,2,1,1,1,3,2,N,5,4,1,0,30000,1,30000,0,11,충청북도,0,Y,Y,Y,N,N,1,9,5,4,3,4,4,4,5,4,5,4,4,4,4,4,4,만족
838,1,5,3,2,12,1,8,1,1,1,4,3,N,1,8,2,1,400000,4,100000,1,11,충청북도,3,Y,Y,N,Y,Y,1,3,5,5,5,5,4,9,4,4,4,5,4,4,5,5,4,매우만족
839,1,3,4,2,12,1,4,1,1,1,4,2,Y,4,8,2,0,80000,2,40000,0,12,충청남도,0,Y,Y,N,N,N,1,2,11,4,9,4,4,9,4,4,4,9,4,4,4,4,4,만족
850,2,5,3,2,12,1,5,1,1,1,3,4,Y,4,5,1,0,110000,1,110000,0,6,대전광역시,0,N,N,N,N,Y,1,15,0,5,4,4,5,4,5,4,5,9,5,4,4,5,5,매우만족
852,1,3,4,2,12,1,3,1,1,1,3,2,Y,1,7,2,0,105003,3,35001,0,12,충청남도,0,Y,Y,N,N,N,1,14,1,5,4,4,4,9,4,4,4,9,4,4,4,4,4,만족
854,1,4,4,2,12,1,3,1,1,1,4,2,Y,1,3,1,0,955000,4,238750,0,12,충청남도,0,N,Y,Y,N,N,1,8,12,4,4,5,4,4,3,4,5,4,4,4,5,4,4,매우만족
860,1,4,4,2,12,3,5,3,1,1,2,2,Y,4,5,1,0,50000,1,50000,0,8,세종특별자치시,0,N,N,N,N,Y,1,13,0,3,9,3,3,9,3,3,3,9,3,3,4,3,3,만족
862,2,4,4,2,12,1,4,1,1,1,3,3,Y,4,7,2,0,94100,1,94100,0,1,서울특별시,0,N,N,N,N,Y,1,13,0,2,9,2,3,9,4,4,4,9,3,2,3,3,3,보통
863,1,5,4,2,12,1,3,1,1,1,4,2,Y,4,10,3,0,57666,1,57666,0,12,충청남도,0,N,N,N,Y,N,1,4,1,4,5,5,4,4,4,4,5,9,4,4,5,5,5,매우만족
866,1,5,4,2,12,1,3,1,1,1,5,4,Y,4,5,1,0,50000,1,50000,0,12,충청남도,0,N,N,N,N,Y,1,13,0,9,9,4,4,9,4,5,4,4,3,4,4,4,4,만족
869,1,5,4,2,12,2,4,2,2,1,6,4,N,5,7,2,0,60000,2,30000,0,6,대전광역시,0,Y,Y,N,Y,Y,3,2,1,5,5,4,4,4,4,3,4,4,4,4,5,4,4,매우만족
872,1,2,4,1,12,1,3,1,1,1,3,2,Y,4,1,4,2,347001,3,115667,0,16,경상남도,2,Y,N,N,N,N,1,15,0,5,5,4,4,9,4,4,4,9,4,4,4,4,4,만족
874,1,3,4,2,12,3,5,3,2,1,4,2,Y,2,7,2,2,699996,3,233332,1,12,충청남도,4,Y,Y,N,N,N,1,4,12,5,9,4,4,4,4,4,4,9,4,4,4,4,4,만족
876,1,5,3,2,12,1,3,1,1,1,5,3,Y,5,4,1,0,150000,2,75000,0,11,충청북도,0,Y,Y,N,Y,Y,1,11,14,4,5,5,4,4,4,4,3,4,4,5,3,3,3,보통
877,1,3,4,1,12,1,2,1,1,1,2,1,Y,4,4,1,0,51000,1,51000,0,6,대전광역시,0,Y,Y,N,N,Y,1,11,14,3,9,4,3,4,3,4,3,3,2,3,3,3,3,보통
878,1,4,4,1,12,1,2,1,1,1,4,3,Y,4,4,1,0,240000,1,240000,0,1,서울특별시,0,N,Y,N,N,Y,10,5,4,1,2,1,4,5,3,5,4,9,1,1,4,4,4,만족
880,1,2,4,1,12,1,3,1,1,1,3,4,Y,4,2,4,0,112002,3,37334,0,6,대전광역시,0,Y,N,N,Y,N,1,14,1,4,5,4,4,9,5,5,4,9,4,4,4,4,4,만족
881,1,3,3,2,12,3,6,3,2,1,4,3,Y,4,3,1,0,75000,1,75000,0,12,충청남도,0,Y,Y,N,N,N,1,1,0,3,9,4,3,4,3,4,4,9,4,4,3,3,3,보통
883,1,5,3,2,12,1,3,1,1,1,7,4,Y,4,4,1,0,50000,1,50000,0,1,서울특별시,0,N,Y,N,N,Y,1,1,4,4,9,4,4,9,4,4,4,9,3,4,4,4,4,만족
885,2,6,3,2,12,1,4,1,1,1,2,2,Y,4,9,3,0,150000,2,75000,0,12,충청남도,0,N,Y,N,N,N,1,3,14,4,5,4,4,4,9,4,5,9,2,2,5,5,5,매우만족
886,1,3,4,1,12,1,3,1,1,1,4,3,N,5,3,1,0,70000,1,70000,0,8,세종특별자치시,0,Y,Y,Y,N,N,1,6,8,5,5,5,4,9,5,5,5,9,4,4,4,4,4,만족
887,1,4,4,1,12,1,3,1,1,1,4,3,Y,4,9,3,0,120000,2,60000,0,12,충청남도,0,Y,Y,N,N,N,1,4,3,2,3,4,3,9,9,3,4,9,3,3,2,2,2,불만족
891,1,4,4,2,12,1,3,1,1,1,5,3,Y,4,2,4,0,80000,1,80000,0,6,대전광역시,0,N,N,N,N,N,1,9,0,3,9,4,4,9,4,4,3,9,4,3,3,4,3,만족
898,1,2,4,1,12,1,5,1,2,1,3,3,Y,4,7,2,0,50000,1,50000,0,12,충청남도,0,Y,Y,Y,N,N,1,2,11,4,5,4,4,5,4,4,3,4,4,3,4,4,4,만족
900,2,3,4,1,12,1,3,1,1,1,3,2,N,5,10,3,0,30000,1,30000,0,6,대전광역시,0,Y,N,Y,Y,N,1,1,11,4,4,4,3,3,4,3,4,9,3,3,4,4,4,만족
904,1,3,4,2,12,1,3,1,1,1,3,3,N,5,8,2,0,300000,3,100000,0,12,충청남도,0,Y,Y,N,N,N,1,2,4,5,9,5,5,9,4,4,4,9,4,4,4,4,4,만족
908,2,5,3,4,12,1,4,1,2,2,3,2,Y,4,3,1,0,32500,1,32500,0,12,충청남도,0,N,Y,N,N,Y,6,2,4,3,9,4,4,4,4,5,4,9,4,4,4,4,4,만족
913,1,5,4,2,12,1,3,1,1,1,5,4,Y,4,10,3,0,100000,2,50000,0,8,세종특별자치시,0,Y,N,N,N,N,1,5,14,5,9,4,4,9,5,5,5,9,4,4,4,4,4,만족
915,1,2,4,1,12,1,3,1,1,1,3,3,Y,1,4,1,0,123334,1,123334,0,6,대전광역시,0,N,Y,N,N,N,1,2,14,9,9,2,4,4,3,4,3,9,3,2,4,4,4,만족
922,2,5,3,2,12,4,6,4,2,1,1,3,Y,4,1,4,0,255000,1,255000,0,13,전라북도,0,Y,Y,N,N,N,1,7,9,5,9,5,4,5,5,4,5,9,5,4,5,5,5,매우만족
927,1,6,3,2,12,3,4,3,2,1,3,2,Y,4,9,3,0,30000,1,30000,0,6,대전광역시,0,N,Y,N,N,N,1,5,3,2,3,3,4,9,9,4,3,3,4,5,3,3,3,보통
931,1,2,4,1,12,1,5,1,2,1,2,1,Y,4,12,4,0,30000,1,30000,0,12,충청남도,0,N,Y,N,N,Y,1,4,8,9,9,3,4,9,9,3,4,9,3,3,3,3,4,만족
935,1,6,3,2,12,3,6,3,2,1,4,3,Y,4,9,3,0,450000,1,450000,0,12,충청남도,0,N,N,N,N,Y,1,15,0,4,5,9,4,9,4,4,3,9,3,3,4,3,3,만족
937,2,5,3,2,13,1,5,1,2,1,2,3,N,1,1,4,1,421500,2,210750,0,15,경상북도,0,Y,Y,Y,Y,N,1,1,8,5,5,4,5,5,5,5,5,5,5,5,5,5,5,매우만족
939,1,5,4,2,13,1,1,1,1,1,7,4,Y,4,3,1,0,86000,1,86000,0,8,세종특별자치시,0,Y,Y,N,Y,N,1,5,4,4,5,5,4,5,4,4,4,4,5,5,5,4,5,매우만족
940,1,4,3,2,13,3,8,3,1,1,4,3,Y,4,3,1,0,118750,1,118750,0,5,광주광역시,0,Y,Y,N,Y,N,1,2,4,4,5,4,4,4,5,4,4,4,4,4,5,5,4,매우만족
941,1,6,4,2,13,2,2,2,1,1,7,4,Y,4,3,1,0,125250,1,125250,0,9,경기도,0,Y,Y,N,Y,N,1,5,11,5,9,5,4,4,4,4,5,5,4,4,5,5,4,매우만족
942,2,2,4,1,13,1,3,1,1,1,3,4,Y,4,3,1,0,110000,1,110000,0,11,충청북도,0,Y,N,N,Y,N,1,1,14,4,9,5,4,4,9,4,4,4,4,4,5,4,4,매우만족
943,2,3,4,1,13,1,2,1,1,1,4,3,Y,4,6,2,1,192500,1,192500,0,5,광주광역시,9,N,Y,N,Y,Y,1,8,1,9,9,3,5,9,4,4,5,5,4,4,4,4,4,만족
