ID,성별,연령,학력,혼인상태,거주지역,직업,주업,직장지위,주5일근무제실시여부,차량보유여부,개인소득,소득분위,관광휴양여부,여행유형,월,계절,여행일수(박),여행총경비,지출비용포함인원수,1인지출비용,개인휴가사용여부,지역코드,시,숙박시설,여행활동1,여행활동2,여행활동3,여행활동4,여행활동5,주요이동교통수단,여행지선택이유_1순위,여행지선택이유_2순위,만족도_자연경관,만족도_문화유산,만족도_교통,만족도_식당및음식,만족도_쇼핑,만족도_관광정보및안내시설,만족도_관광지편의시설,만족도_지역관광종사자의친절성,만족도_체험프로그램,만족도_관광지물가,만족도_관광지혼잡도,전반적만족도,재방문의도,타인추천의도,총만족도
349,1,3,4,2,6,1,3,1,1,1,6,3,Y,4,1,4,0,73667,1,73667,0,11,충청북도,0,N,N,N,N,Y,1,13,0,5,9,5,5,9,9,5,5,9,4,5,4,4,4,만족
350,1,5,4,2,6,1,1,1,1,1,6,4,Y,4,1,4,0,80000,2,40000,0,12,충청남도,0,Y,Y,N,N,N,1,2,8,5,9,5,4,9,4,4,9,9,4,5,4,4,4,만족
351,1,3,4,1,6,1,3,1,1,1,3,2,N,1,4,1,0,28500,1,28500,0,13,전라북도,0,Y,Y,N,N,N,1,1,4,5,9,4,4,9,4,4,4,9,4,4,5,5,5,매우만족
353,1,3,4,1,6,1,3,1,1,1,3,2,N,2,5,1,0,164000,1,164000,0,13,전라북도,0,Y,Y,N,Y,N,1,1,12,5,9,4,5,4,5,4,4,9,5,4,4,4,4,만족
358,1,3,4,1,7,1,3,1,1,1,3,3,Y,4,4,1,0,54750,1,54750,0,16,경상남도,0,Y,N,N,Y,N,1,5,11,5,5,4,4,9,4,4,9,9,4,4,4,5,4,매우만족
360,2,5,4,2,7,1,3,1,1,1,5,4,Y,4,5,1,0,25000,1,25000,0,2,부산광역시,0,N,Y,N,N,N,1,13,0,3,3,4,4,4,4,4,4,3,3,3,3,4,4,만족
361,2,3,4,2,7,1,3,1,2,1,3,4,Y,4,6,2,0,231500,1,231500,0,2,부산광역시,0,N,Y,N,N,Y,5,5,7,9,9,5,9,5,5,5,5,9,5,5,5,5,5,매우만족
366,1,3,4,1,7,1,8,1,1,1,3,4,Y,4,10,3,0,115002,3,38334,0,16,경상남도,0,N,Y,N,N,Y,1,5,14,5,9,5,5,9,5,5,5,9,5,5,5,5,5,매우만족
367,2,5,4,2,7,1,5,1,1,1,3,4,Y,4,1,4,0,134500,1,134500,0,2,부산광역시,0,N,Y,N,N,Y,5,5,7,9,9,5,5,5,5,5,9,9,5,5,5,5,5,매우만족
368,2,3,4,1,7,1,3,1,1,1,3,3,Y,4,2,4,2,610000,2,305000,0,17,제주특별자치도,0,Y,Y,Y,Y,N,3,1,2,5,5,4,5,9,4,4,5,9,4,4,4,4,4,만족
371,1,5,3,2,7,1,7,1,1,1,5,3,Y,4,6,2,0,140000,1,140000,0,15,경상북도,0,Y,N,N,N,Y,1,1,2,3,4,4,4,4,5,4,3,4,4,3,4,3,4,만족
372,1,4,4,2,7,1,3,1,1,1,6,3,Y,4,10,3,0,75000,2,37500,0,2,부산광역시,0,N,Y,N,N,N,1,9,11,4,9,4,4,9,4,3,4,9,9,4,4,4,3,만족
373,1,5,4,2,7,1,3,1,1,1,7,4,Y,4,12,4,0,120000,2,60000,0,2,부산광역시,0,N,N,N,N,N,1,1,13,4,3,4,4,3,4,4,4,3,4,4,4,4,4,만족
374,1,4,4,2,7,1,3,1,1,1,7,4,Y,4,12,4,0,80000,2,40000,0,2,부산광역시,0,N,N,N,N,Y,1,2,1,4,4,4,4,3,4,3,4,5,3,4,4,4,4,만족
378,1,5,3,4,7,3,7,3,2,1,3,2,Y,4,6,2,0,63000,1,63000,0,15,경상북도,0,Y,N,N,Y,Y,1,2,1,5,5,4,4,9,4,4,4,9,4,4,4,4,4,만족
381,1,4,4,2,7,1,3,1,1,1,5,3,Y,4,9,3,0,297003,3,99001,0,14,전라남도,0,N,Y,N,Y,Y,1,10,13,4,4,4,5,4,5,5,5,5,5,5,4,4,4,만족
384,1,3,4,1,7,1,3,1,1,1,4,3,Y,4,2,4,1,330000,1,330000,0,1,서울특별시,2,N,Y,N,N,N,2,13,0,4,9,4,4,4,4,4,9,9,4,4,4,4,4,만족
385,1,3,4,1,7,1,3,1,1,1,3,3,Y,4,4,1,0,50000,1,50000,0,16,경상남도,0,N,Y,N,N,N,1,5,2,9,9,5,5,9,9,5,5,9,5,5,5,4,4,매우만족
386,1,5,4,2,7,1,3,1,1,1,6,3,Y,4,5,1,0,100000,1,100000,0,6,대전광역시,0,N,Y,N,Y,Y,1,14,11,9,3,4,4,9,4,3,4,4,3,4,4,4,4,만족
387,1,3,4,2,7,1,3,1,1,1,5,3,Y,4,9,3,0,101000,2,50500,0,2,부산광역시,0,N,Y,N,N,N,1,15,0,9,9,3,4,3,4,4,4,4,4,4,4,4,4,만족
388,1,3,4,1,7,1,3,1,2,1,3,2,Y,4,11,3,0,100000,2,50000,0,2,부산광역시,0,N,Y,N,N,Y,1,13,4,9,9,3,4,3,4,4,4,4,4,4,4,4,4,만족
389,1,4,4,2,7,1,3,1,1,1,5,3,Y,4,6,2,0,351000,1,351000,0,2,부산광역시,0,N,Y,N,N,Y,1,1,4,9,9,5,4,5,5,5,5,9,4,4,5,4,4,매우만족
390,1,3,4,2,7,1,3,1,1,1,4,2,Y,4,1,4,1,285000,1,285000,0,4,인천광역시,2,Y,N,N,N,Y,1,1,5,4,9,4,5,9,4,4,4,9,3,4,4,4,4,만족
393,1,4,4,1,7,1,3,1,1,1,5,3,Y,4,7,2,1,200000,2,100000,0,2,부산광역시,9,Y,N,N,N,N,1,6,5,5,4,4,4,5,4,5,4,4,5,5,4,4,4,만족
395,1,4,4,2,7,1,3,1,1,1,4,3,Y,4,3,1,0,50700,1,50700,0,2,부산광역시,0,N,Y,N,N,Y,1,5,9,4,9,4,5,9,9,4,4,9,4,3,4,4,3,만족
397,1,4,4,2,7,1,3,1,1,1,4,3,Y,4,4,1,1,205000,1,205000,0,2,부산광역시,1,Y,Y,N,N,Y,1,5,2,4,4,4,5,9,4,4,4,9,4,4,4,4,4,만족
398,1,5,4,2,7,1,3,1,1,1,5,4,Y,4,5,1,1,170000,1,170000,0,1,서울특별시,1,Y,Y,N,N,N,2,5,0,4,9,3,4,9,4,4,4,9,3,3,4,4,3,만족
399,1,3,4,1,7,1,3,1,1,1,4,3,Y,4,7,2,1,317000,2,158500,0,15,경상북도,9,Y,N,N,N,N,1,9,5,5,9,4,5,4,5,5,4,5,5,4,4,5,4,매우만족
400,1,4,4,2,7,1,7,1,1,1,4,3,Y,4,7,2,0,75000,2,37500,0,15,경상북도,0,Y,N,N,N,N,1,1,5,5,9,4,5,9,5,4,5,9,4,5,4,5,4,매우만족
401,1,4,4,2,7,1,3,1,1,1,4,3,Y,4,8,2,0,30000,1,30000,0,2,부산광역시,0,N,N,N,N,Y,1,11,0,3,3,3,4,9,3,4,4,9,3,3,3,4,3,만족
403,1,3,4,1,7,1,3,1,1,1,4,4,Y,4,1,4,0,101000,2,50500,0,16,경상남도,0,N,Y,N,Y,N,1,5,2,4,4,4,4,9,4,4,4,9,4,5,4,4,4,만족
404,1,4,4,2,7,1,3,1,1,1,4,4,Y,4,12,4,0,27000,1,27000,0,16,경상남도,0,N,N,N,N,Y,1,11,0,3,3,4,4,9,3,4,4,9,4,4,3,3,3,보통
406,1,3,4,1,7,1,5,1,1,1,3,3,Y,4,3,1,0,105000,4,26250,0,2,부산광역시,0,Y,N,N,Y,Y,1,9,4,5,4,5,5,5,4,5,5,5,5,5,4,4,4,만족
407,1,5,4,2,7,1,3,1,1,1,7,4,Y,4,4,1,0,110000,1,110000,0,3,대구광역시,0,N,Y,N,N,Y,1,9,4,4,4,4,4,9,9,4,4,9,4,4,4,4,4,만족
411,2,4,4,2,7,1,3,1,2,1,4,4,Y,4,12,4,0,100000,2,50000,0,2,부산광역시,0,Y,Y,N,Y,Y,1,8,2,4,9,3,3,9,4,4,4,4,3,3,4,4,4,만족
414,1,3,4,1,7,1,3,1,1,1,3,2,Y,4,2,4,0,70500,1,70500,0,16,경상남도,0,N,Y,N,N,N,1,4,9,4,9,4,5,4,4,4,4,9,4,4,4,3,3,만족
415,1,4,4,2,7,1,4,1,2,1,3,2,Y,4,3,1,0,101000,4,25250,0,3,대구광역시,0,N,N,N,N,Y,1,11,5,5,4,5,5,4,5,5,5,5,4,5,4,4,4,만족
417,1,3,4,1,7,1,3,1,1,1,4,3,Y,4,7,2,0,50000,2,25000,0,16,경상남도,0,N,N,N,N,N,1,4,11,5,4,4,5,4,4,4,5,4,4,4,4,4,4,만족
418,1,5,4,2,7,1,7,1,1,1,6,3,Y,4,11,3,0,60000,1,60000,0,2,부산광역시,0,N,N,N,N,Y,1,13,0,3,3,4,4,4,3,3,4,3,3,3,3,3,4,만족
419,1,3,4,2,7,1,3,1,2,1,3,3,Y,4,11,3,0,15000,1,15000,0,16,경상남도,0,N,N,N,N,N,1,15,0,3,3,4,3,9,9,4,4,9,4,4,3,4,3,만족
422,1,4,4,2,8,1,8,1,2,1,4,3,Y,4,4,1,0,44500,1,44500,0,12,충청남도,0,Y,N,N,Y,N,1,5,3,4,5,4,5,4,4,5,3,3,4,4,4,4,4,만족
423,1,4,4,2,8,1,3,1,1,1,5,3,N,5,7,2,0,70000,1,70000,0,13,전라북도,0,Y,Y,N,N,N,1,14,6,5,9,4,4,9,4,4,4,9,4,4,5,4,4,매우만족
424,1,3,4,2,8,1,3,1,1,1,3,2,Y,4,7,2,0,50000,1,50000,0,12,충청남도,0,Y,Y,N,Y,N,1,5,4,4,9,4,3,9,4,4,4,9,3,3,5,5,4,매우만족
426,1,5,3,2,8,3,7,3,2,1,6,4,Y,4,4,1,0,50000,1,50000,0,12,충청남도,0,N,Y,N,N,N,1,15,0,5,9,5,4,9,9,9,9,9,9,9,4,4,4,만족
427,1,2,4,1,8,1,3,1,1,1,4,3,Y,4,5,1,0,70000,1,70000,0,4,인천광역시,0,Y,Y,N,N,N,1,4,5,4,4,4,5,9,4,4,4,9,4,4,4,4,4,만족
428,1,4,4,2,8,1,3,1,1,1,4,3,N,5,7,2,0,50000,1,50000,0,11,충청북도,0,Y,Y,N,N,N,1,6,5,4,9,4,3,9,4,4,4,9,3,3,5,5,4,매우만족
430,1,5,4,2,8,1,3,1,1,1,3,3,Y,4,10,3,0,198000,2,99000,0,9,경기도,0,Y,Y,N,N,N,1,7,0,4,9,5,3,4,4,5,4,9,4,4,4,4,4,만족
433,1,5,4,2,8,2,1,2,2,1,7,4,N,1,6,2,0,195000,1,195000,0,6,대전광역시,0,Y,Y,Y,N,N,1,14,3,4,3,5,4,4,5,4,4,4,5,4,5,4,4,매우만족
436,1,3,4,2,8,1,4,1,2,1,4,2,Y,4,4,1,0,39500,1,39500,0,11,충청북도,0,Y,Y,N,N,N,1,1,4,4,5,4,5,3,4,5,4,5,3,3,4,4,4,만족
438,1,4,4,2,8,1,3,1,1,1,4,3,N,1,1,4,0,175000,4,43750,0,12,충청남도,0,Y,Y,N,Y,N,1,1,13,4,5,4,4,9,4,4,4,9,4,4,4,4,4,만족
442,1,3,4,1,8,1,2,1,1,1,4,4,Y,4,5,1,0,250000,1,250000,0,1,서울특별시,0,N,Y,N,N,N,2,7,5,9,9,3,3,5,9,9,9,9,3,3,4,3,3,만족
443,1,3,4,2,8,1,3,1,1,1,4,2,Y,1,8,2,1,574998,3,191666,0,12,충청남도,3,Y,Y,N,N,N,1,14,6,4,9,4,3,9,4,4,4,9,4,4,5,4,4,매우만족
446,1,3,4,2,8,1,2,1,1,1,5,3,N,2,5,1,1,166668,1,166668,1,10,강원도,4,Y,Y,Y,Y,N,1,4,5,4,9,5,5,5,5,5,5,9,5,5,4,4,4,만족
453,1,4,4,2,8,1,3,1,1,1,5,4,Y,4,4,1,0,67500,1,67500,0,12,충청남도,0,Y,N,N,N,Y,1,14,1,4,9,5,4,9,4,4,3,5,2,3,4,4,4,만족
454,2,5,4,2,8,3,2,3,1,1,4,4,Y,4,6,2,0,60000,2,30000,0,6,대전광역시,0,N,Y,N,N,N,1,7,8,4,4,5,4,5,4,4,5,4,4,5,4,4,3,만족
460,1,3,4,2,9,1,3,1,1,1,5,4,Y,4,1,4,1,420000,2,210000,0,15,경상북도,2,Y,Y,N,N,N,1,15,0,4,9,4,4,9,9,4,4,9,3,4,4,4,4,만족
461,1,3,4,2,9,2,4,2,2,1,5,4,Y,4,11,3,1,300000,1,300000,0,2,부산광역시,1,Y,Y,N,N,N,1,15,0,4,9,4,4,9,4,4,4,9,2,3,4,4,4,만족
463,1,3,4,1,9,1,3,1,1,1,3,3,Y,4,2,4,0,150000,1,150000,0,2,부산광역시,0,N,Y,N,Y,N,1,5,0,9,9,3,4,9,9,4,4,9,3,4,4,4,4,만족
465,1,5,4,1,9,3,4,3,2,1,4,3,Y,4,12,4,2,600000,1,600000,0,17,제주특별자치도,1,Y,Y,N,Y,Y,3,6,13,4,4,4,4,4,4,4,4,4,2,3,4,4,4,만족
468,1,5,4,1,9,2,7,2,2,1,4,3,Y,4,4,1,0,70000,1,70000,0,4,인천광역시,0,Y,Y,N,N,N,1,3,9,4,3,4,3,9,4,4,5,4,4,5,4,4,4,만족
472,1,5,4,2,9,3,5,3,2,1,7,4,Y,4,3,1,0,30000,1,30000,0,9,경기도,0,Y,Y,N,N,N,1,11,4,5,9,5,4,5,9,5,4,5,9,5,4,4,4,만족
473,1,2,4,1,9,1,4,1,1,1,3,4,Y,1,11,3,1,500000,5,100000,0,9,경기도,6,Y,N,N,N,N,1,4,3,4,4,4,4,9,4,4,4,9,4,4,4,4,4,만족
476,1,3,4,1,9,1,3,1,1,1,3,3,Y,4,12,4,0,30000,1,30000,0,1,서울특별시,0,Y,N,N,N,N,1,4,3,5,4,5,5,4,5,5,4,4,5,5,5,4,4,매우만족
477,1,5,3,2,9,3,7,3,2,1,4,3,Y,4,12,4,0,20000,2,10000,0,1,서울특별시,0,Y,N,N,N,N,1,3,4,5,5,9,5,4,5,4,5,5,5,4,5,5,5,매우만족
479,1,5,4,2,9,1,3,1,1,1,7,4,Y,1,4,1,0,39250,1,39250,0,9,경기도,0,Y,Y,N,Y,N,1,8,5,4,5,4,4,9,4,4,5,4,4,5,4,4,4,만족
480,1,4,4,2,9,1,3,1,1,1,4,3,N,1,4,1,0,38666,1,38666,0,9,경기도,0,Y,Y,N,N,N,1,4,1,4,9,5,3,9,5,5,4,5,5,5,4,4,3,만족
481,1,3,4,2,9,1,3,1,1,1,5,4,Y,4,6,2,0,30000,1,30000,0,4,인천광역시,0,Y,Y,Y,N,N,1,11,5,5,5,4,4,4,5,5,5,4,5,5,4,4,4,만족
483,1,3,4,2,9,1,3,1,1,1,5,3,Y,2,5,1,0,25000,1,25000,0,9,경기도,0,Y,N,N,N,N,1,15,0,9,9,4,4,9,9,9,9,9,4,4,4,4,2,만족
484,1,5,4,2,9,1,7,1,1,1,6,3,Y,4,9,3,1,196000,1,196000,0,15,경상북도,2,Y,Y,N,N,Y,1,2,15,5,4,4,4,4,4,3,4,9,4,4,4,4,4,만족
488,1,4,3,2,9,2,4,2,1,1,4,2,N,1,7,2,0,100002,3,33334,0,12,충청남도,0,Y,Y,N,Y,N,1,5,2,5,4,2,5,9,4,4,4,9,2,4,4,3,4,만족
489,1,5,3,2,9,1,3,1,1,1,4,2,N,2,7,2,0,100002,3,33334,0,9,경기도,0,Y,N,N,N,N,1,1,2,5,9,5,9,9,5,4,5,5,4,4,4,4,4,만족
492,1,3,4,1,9,1,4,1,1,1,4,3,Y,1,4,1,0,50000,1,50000,0,12,충청남도,0,N,Y,N,Y,N,1,5,3,4,3,3,4,3,3,3,4,9,3,4,3,3,4,만족
494,2,2,4,1,9,1,4,1,1,1,2,3,N,1,3,1,0,149004,3,49668,0,9,경기도,0,Y,N,N,N,N,6,2,1,5,4,5,5,4,5,5,5,4,5,5,4,4,4,만족
495,1,4,4,2,9,1,3,1,1,1,4,3,N,2,3,1,0,183332,4,45833,0,12,충청남도,0,Y,Y,N,N,N,1,2,12,5,4,5,5,5,4,5,5,9,4,5,4,4,4,만족
496,2,2,4,1,9,1,4,1,1,1,3,3,Y,4,4,1,1,98846,1,98846,0,9,경기도,0,Y,N,Y,Y,Y,1,6,2,4,3,5,5,9,4,4,3,4,4,4,4,3,4,만족
497,1,4,4,2,9,1,3,1,1,1,5,3,N,1,4,1,3,360000,1,360000,1,17,제주특별자치도,3,Y,Y,Y,Y,N,3,6,1,5,5,4,4,3,4,4,4,4,3,3,4,4,4,만족
500,2,5,3,2,9,2,4,2,1,1,3,4,Y,4,4,1,0,67000,1,67000,0,1,서울특별시,0,N,Y,N,N,Y,1,15,0,9,9,5,4,4,4,4,9,9,4,4,4,4,4,만족
501,1,3,4,1,9,1,7,1,1,1,4,3,N,1,5,1,1,75000,1,75000,0,10,강원도,6,Y,N,N,N,N,1,3,4,5,9,3,4,9,4,3,3,4,3,4,4,4,4,만족
502,1,4,4,2,9,1,5,1,1,1,3,2,N,2,5,1,2,75000,1,75000,1,12,충청남도,12,Y,Y,N,Y,N,1,5,6,4,5,4,5,9,4,4,4,9,4,4,4,4,5,매우만족
503,2,2,4,1,9,1,3,1,1,1,2,3,N,1,6,2,1,212000,1,212000,0,1,서울특별시,0,Y,Y,N,Y,N,1,8,2,3,3,3,5,4,4,4,4,9,3,4,4,4,4,만족
504,1,2,4,1,9,1,3,1,1,1,3,4,N,5,9,3,0,30000,1,30000,0,1,서울특별시,0,N,Y,N,Y,N,5,2,14,9,9,4,4,5,4,4,4,4,4,4,4,4,4,만족
505,1,5,4,2,9,1,3,1,1,1,4,3,N,5,12,4,0,100000,2,50000,0,6,대전광역시,0,N,Y,N,Y,N,1,5,1,4,9,2,5,9,4,4,4,9,4,3,4,4,5,매우만족
506,2,4,4,2,9,1,3,1,1,1,3,3,N,5,9,3,0,50000,1,50000,0,1,서울특별시,0,Y,N,N,N,N,1,5,15,5,4,5,4,4,5,5,4,5,4,5,4,4,4,만족
507,1,6,3,2,9,3,7,3,2,1,6,4,N,5,9,3,0,30000,1,30000,0,12,충청남도,0,Y,N,Y,N,N,1,1,5,5,4,4,9,9,4,4,4,4,4,4,5,5,4,매우만족
508,2,2,4,1,9,1,3,1,1,1,2,4,N,5,9,3,0,30000,1,30000,0,6,대전광역시,0,Y,N,N,N,N,3,2,5,5,5,4,4,5,4,5,5,4,5,4,4,4,4,만족
510,1,4,4,2,9,1,7,1,2,1,4,3,N,1,10,3,0,150000,4,37500,0,9,경기도,0,Y,Y,Y,N,N,1,2,1,5,4,3,5,9,4,4,3,4,3,4,4,4,4,만족
512,1,2,3,1,9,1,4,1,1,1,3,4,N,1,11,3,0,200000,4,50000,0,9,경기도,0,Y,Y,N,N,N,1,1,2,5,4,5,4,4,5,4,4,4,5,4,4,4,4,만족
514,1,3,4,1,9,1,3,1,1,1,4,3,N,5,12,4,0,50000,1,50000,0,1,서울특별시,0,Y,N,N,N,N,1,6,1,5,5,4,4,5,5,5,4,5,5,4,4,4,4,만족
516,1,5,2,1,9,1,4,1,2,2,2,1,Y,4,3,1,0,300000,3,100000,0,2,부산광역시,0,N,N,N,N,Y,11,15,0,4,9,4,4,9,9,4,9,9,9,9,3,4,3,만족
518,1,5,3,2,9,1,7,1,1,1,4,2,N,5,10,3,0,30000,4,7500,0,12,충청남도,0,N,N,Y,N,N,1,5,0,4,9,3,3,9,3,3,3,9,9,3,4,4,4,만족
523,2,3,4,2,9,1,3,1,1,1,4,4,Y,1,2,4,0,156000,2,78000,0,1,서울특별시,0,N,Y,N,N,N,1,4,7,3,4,4,3,5,4,3,4,9,4,4,4,4,4,만족
524,1,4,4,2,9,1,3,1,1,1,3,3,N,5,3,1,0,50000,2,25000,0,10,강원도,0,Y,Y,N,N,N,1,1,4,5,9,4,5,9,4,4,4,9,4,4,5,4,4,매우만족
525,1,3,4,4,9,1,3,1,1,1,4,3,Y,3,2,4,2,60000,2,30000,0,6,대전광역시,12,Y,Y,N,N,N,1,12,1,5,9,4,5,9,4,4,4,9,5,4,4,4,5,매우만족
527,1,3,4,2,9,1,3,1,1,1,4,3,Y,4,9,3,1,430002,3,143334,0,2,부산광역시,1,Y,Y,N,N,N,2,14,1,5,9,4,5,9,3,4,3,9,4,4,3,4,4,만족
528,1,5,3,2,9,2,8,2,2,1,5,3,N,1,4,1,0,50000,1,50000,0,4,인천광역시,0,Y,N,N,N,N,1,2,4,4,4,5,4,5,4,3,4,9,4,4,4,4,4,만족
529,2,2,4,1,9,1,3,1,1,1,4,3,N,1,10,3,0,150000,4,37500,0,9,경기도,0,Y,N,Y,N,N,1,15,2,5,5,4,5,9,4,4,5,9,5,5,4,4,4,만족
530,1,4,4,2,9,1,3,1,1,1,4,4,Y,4,11,3,2,990000,2,495000,0,2,부산광역시,1,Y,N,N,N,Y,2,1,0,5,9,4,4,9,4,4,5,9,4,4,5,4,4,매우만족
531,1,4,4,2,9,1,3,1,1,1,4,2,N,5,12,4,0,50000,2,25000,0,8,세종특별자치시,0,Y,N,N,N,N,1,4,2,4,9,9,4,9,4,4,5,9,4,4,4,4,4,만족
533,1,4,4,2,9,1,3,1,1,1,5,4,Y,4,6,2,3,495000,1,495000,0,6,대전광역시,7,Y,N,N,N,Y,6,13,2,5,9,4,4,9,5,5,4,9,4,4,4,4,5,매우만족
534,1,4,4,2,9,1,3,1,1,1,4,4,Y,4,11,3,2,698000,1,698000,0,17,제주특별자치도,1,Y,Y,N,N,N,3,2,5,5,4,4,4,9,4,4,5,9,4,4,4,4,4,만족
539,1,5,4,2,9,1,3,1,2,1,4,3,Y,4,5,1,1,150000,1,150000,0,10,강원도,2,Y,Y,N,N,N,1,13,8,4,5,9,5,4,5,9,5,5,4,5,5,4,4,매우만족
541,1,4,3,1,9,1,3,1,2,1,5,3,Y,4,7,2,1,90000,2,45000,0,6,대전광역시,2,Y,Y,N,N,N,1,8,2,4,3,4,4,4,4,3,4,4,3,4,4,4,3,만족
545,1,3,4,1,9,1,3,1,1,1,3,4,Y,4,12,4,0,50000,1,50000,0,9,경기도,0,Y,Y,N,N,Y,1,3,4,5,4,5,5,4,5,4,4,4,5,4,5,5,4,매우만족
551,2,2,4,1,9,1,5,1,2,1,1,4,Y,4,10,3,0,50000,2,25000,0,1,서울특별시,0,Y,N,N,N,Y,6,3,4,5,9,5,5,4,5,5,4,4,5,4,5,5,4,매우만족
552,1,4,3,4,9,1,7,1,2,2,3,2,Y,4,1,4,0,97000,2,48500,0,9,경기도,0,Y,Y,N,N,N,1,1,8,5,9,5,4,9,4,4,4,9,3,4,5,4,4,매우만족
554,1,4,4,2,9,1,2,1,1,1,5,3,N,1,2,4,1,300000,3,100000,0,10,강원도,3,Y,N,N,N,N,1,15,4,4,9,5,4,9,9,4,4,9,3,5,4,4,3,만족
557,1,3,4,2,9,1,3,1,1,1,4,3,Y,4,5,1,0,209000,1,209000,0,12,충청남도,0,Y,N,N,N,N,1,1,2,5,4,5,4,5,5,5,5,4,4,4,4,4,4,만족
558,1,4,4,1,9,1,7,1,1,1,4,3,Y,4,6,2,1,84000,1,84000,0,11,충청북도,3,Y,Y,N,N,Y,1,15,0,4,9,4,3,9,9,4,3,9,3,4,4,2,3,보통
559,1,3,4,1,9,1,2,1,1,1,5,3,Y,4,7,2,0,49500,1,49500,0,12,충청남도,0,Y,Y,N,N,N,1,15,0,5,9,5,5,9,9,9,4,9,3,4,5,5,5,매우만족
562,1,3,4,1,9,1,3,1,1,1,4,3,N,1,10,3,0,100000,2,50000,0,9,경기도,0,Y,Y,N,N,N,1,4,1,4,9,4,4,9,9,3,4,9,3,3,4,4,4,만족
563,1,4,3,2,9,1,3,1,1,1,4,4,N,5,12,4,4,300000,1,300000,0,15,경상북도,2,N,Y,Y,N,N,1,4,12,4,9,4,4,9,9,5,4,5,3,3,5,4,4,매우만족
566,1,4,4,2,9,1,3,1,1,1,5,3,Y,4,4,1,0,95000,1,95000,0,9,경기도,0,N,Y,N,N,Y,1,9,2,9,9,5,4,9,9,4,9,9,4,4,4,4,4,만족
576,1,3,4,1,9,1,3,1,2,2,4,3,Y,4,5,1,0,30000,1,30000,0,9,경기도,0,N,N,N,N,N,5,9,0,3,3,3,4,9,4,4,4,9,4,4,3,3,3,보통
577,2,3,4,2,9,1,3,1,1,1,3,3,Y,4,6,2,0,21666,1,21666,0,9,경기도,0,Y,N,N,N,N,1,4,0,4,4,4,4,9,4,4,4,4,9,4,4,4,4,만족
583,1,4,4,2,9,1,3,1,1,1,6,3,Y,4,4,1,0,20000,1,20000,0,4,인천광역시,0,N,N,N,N,N,1,4,0,4,4,5,5,4,4,9,9,9,9,5,4,3,3,만족
584,1,4,4,2,9,1,3,1,2,1,4,3,N,5,3,1,0,50000,2,25000,0,4,인천광역시,0,Y,N,N,N,N,1,4,13,5,5,4,4,4,3,4,4,9,4,3,4,3,3,만족
586,1,6,3,2,9,3,8,3,2,1,3,3,Y,4,4,1,0,57500,1,57500,0,12,충청남도,0,N,N,N,N,Y,1,15,0,9,9,5,4,5,9,5,4,9,5,5,4,4,4,만족
589,1,3,4,2,9,1,3,1,1,1,3,2,Y,4,6,2,0,30500,1,30500,0,1,서울특별시,0,N,N,N,N,Y,1,15,0,9,9,4,4,9,9,4,5,9,4,3,4,3,3,만족
590,1,4,3,1,9,1,4,1,1,1,3,2,N,5,5,1,0,30000,1,30000,0,4,인천광역시,0,Y,Y,N,N,N,1,11,3,4,4,5,4,5,5,5,4,4,5,4,4,4,4,만족
592,1,3,4,2,9,1,3,1,1,1,4,2,Y,4,7,2,0,195000,1,195000,0,14,전라남도,0,N,N,N,N,N,1,11,0,4,9,4,4,9,9,9,9,9,3,9,4,4,4,만족
594,2,2,4,1,9,1,3,1,1,1,3,3,Y,4,11,3,1,590001,3,196667,0,3,대구광역시,0,Y,Y,N,Y,N,2,14,3,5,5,4,5,5,4,5,5,9,4,4,4,4,4,만족
595,2,4,3,2,9,3,5,3,2,1,3,3,Y,4,4,1,1,102666,1,102666,0,11,충청북도,12,Y,N,N,N,N,1,5,15,4,9,5,4,9,5,4,5,9,4,5,4,4,4,만족
597,1,3,4,1,9,1,7,1,1,1,5,3,Y,4,5,1,0,50000,1,50000,0,9,경기도,0,N,N,N,N,N,1,13,0,2,3,3,3,9,9,9,4,3,4,3,3,4,2,보통
602,2,5,3,2,9,1,4,1,2,1,3,4,Y,4,8,2,0,197001,3,65667,0,12,충청남도,0,N,N,N,N,N,1,5,4,5,4,4,4,3,4,5,4,4,4,4,4,4,4,만족
603,2,3,4,2,9,1,3,1,1,1,3,3,Y,4,9,3,0,150000,3,50000,0,10,강원도,0,Y,Y,N,N,N,1,2,4,4,9,4,4,5,4,4,3,4,4,5,4,4,3,만족
604,2,5,4,2,9,3,5,3,2,1,4,4,Y,4,2,4,2,175000,4,43750,0,16,경상남도,12,Y,N,N,N,N,1,11,4,5,9,4,5,5,9,3,4,4,4,5,4,3,3,만족
607,1,5,3,2,9,3,5,3,1,1,5,3,Y,4,12,4,1,265000,1,265000,0,14,전라남도,2,Y,Y,N,Y,N,1,15,0,4,4,3,4,4,3,4,4,4,4,4,4,4,4,만족
609,1,4,4,2,9,1,5,1,1,1,5,4,Y,4,3,1,0,105000,1,105000,0,10,강원도,0,Y,Y,N,N,N,1,8,5,5,5,4,4,3,4,5,5,5,4,4,4,4,4,만족
610,1,2,4,1,9,1,3,1,1,2,3,2,Y,4,3,1,2,209000,1,209000,0,15,경상북도,1,Y,N,N,Y,Y,2,13,2,5,4,4,4,3,4,5,4,4,3,4,4,4,4,만족
